Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades
2015-01-01 00:00:00,2025-05-20 00:00:00,3792 days 00:00:00,47.141190198366395,1260936.5500000003,1264074.8500000003,26.093655000000027,232.8215027777368,2.298574459056657,2.248780241298574,1.5527384369762975,1.0221427673738939,1.43464313396666,0.49911947231808845,5.058241164956595,0.09034996159751148,-4.605259034237353,-0.3827039266669725,419 days 00:00:00,27 days 00:00:00,79,74.68354430379746,9.730231607281258,-14.705545171339562,1.3795110461060078,95 days 00:00:00,22 days 00:00:00,2.8891604493398546,1.4475123729105517,3.445993244773077,0.4846047564095287,MyStrategy,"                Equity  DrawdownPct DrawdownDuration
2015-01-01  1000000.00     0.000000              NaT
2015-01-02  1000000.00     0.000000              NaT
2015-01-05  1000000.00     0.000000              NaT
2015-01-06  1000000.00     0.000000              NaT
2015-01-07  1000000.00     0.000000              NaT
...                ...          ...              ...
2025-05-14  1259989.45     0.000104              NaT
2025-05-15  1263171.75     0.000000           3 days
2025-05-16  1264074.85     0.000000              NaT
2025-05-19  1264018.75     0.000044              NaT
2025-05-20  1260936.55     0.002483           4 days

[2571 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice  ...  EntryTime   ExitTime Duration   Tag
0     34       288      305     5869.85  ... 2016-02-29 2016-03-28  28 days  None
1     30       319      351     6663.25  ... 2016-04-20 2016-06-03  44 days  None
2     29       354      364     6899.05  ... 2016-06-08 2016-06-22  14 days  None
3     28       387      390     7309.10  ... 2016-07-26 2016-07-29   3 days  None
4     27       404      414     7408.15  ... 2016-08-19 2016-09-02  14 days  None
..   ...       ...      ...         ...  ...        ...        ...      ...   ...
74    10      2421     2425    23695.55  ... 2024-10-10 2024-10-16   6 days  None
75    10      2430     2464    22751.80  ... 2024-10-23 2024-12-12  50 days  None
76    10      2468     2478    23076.95  ... 2024-12-18 2025-01-02  15 days  None
77    11      2510     2516    20964.60  ... 2025-02-14 2025-02-24  10 days  None
78    12      2522     2536    19901.60  ... 2025-03-05 2025-03-26  21 days  None

[79 rows x 13 columns]"
